TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency,workflowRunId,workflowStepId
2026-08-01 11:50:14,1785585014699,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,hz97p-1785585010505-35a6c4717973,Mozilla/4.0 (compatible; cron-job.org; http://cron-job.org/abuse/),info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-c66h2sed1-muratcans-projects-ce0b9ee3.vercel.app,dpl_6DbjGeGC49rbJXjG11BZDnM5PU93,,,,,"{""timestamp"":""2026-08-01T11:50:14.699Z"",""level"":""INFO"",""message"":""Evaluating open positions for exit signals...""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:50:14,1785585014700,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,hz97p-1785585010505-35a6c4717973,Mozilla/4.0 (compatible; cron-job.org; http://cron-job.org/abuse/),info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-c66h2sed1-muratcans-projects-ce0b9ee3.vercel.app,dpl_6DbjGeGC49rbJXjG11BZDnM5PU93,,,,,"{""timestamp"":""2026-08-01T11:50:14.699Z"",""level"":""INFO"",""message"":""Holding position in metlife: Holding: -4.31% PnL""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:50:14,1785585014700,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,hz97p-1785585010505-35a6c4717973,Mozilla/4.0 (compatible; cron-job.org; http://cron-job.org/abuse/),info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-c66h2sed1-muratcans-projects-ce0b9ee3.vercel.app,dpl_6DbjGeGC49rbJXjG11BZDnM5PU93,,,,,"{""timestamp"":""2026-08-01T11:50:14.699Z"",""level"":""INFO"",""message"":""Ranking new trade opportunities...""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:50:14,1785585014700,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,hz97p-1785585010505-35a6c4717973,Mozilla/4.0 (compatible; cron-job.org; http://cron-job.org/abuse/),info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-c66h2sed1-muratcans-projects-ce0b9ee3.vercel.app,dpl_6DbjGeGC49rbJXjG11BZDnM5PU93,,,,,"{""timestamp"":""2026-08-01T11:50:14.699Z"",""level"":""INFO"",""message"":""🏁 Trading loop completed in 3981ms""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:50:10,1785585010505,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,hz97p-1785585010505-35a6c4717973,Mozilla/4.0 (compatible; cron-job.org; http://cron-job.org/abuse/),,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-c66h2sed1-muratcans-projects-ce0b9ee3.vercel.app,dpl_6DbjGeGC49rbJXjG11BZDnM5PU93,3995,iad1,208,2048,,prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,01KYYJJ204ZA1BXRTB09YSMCM3,gYAI3rsZ8Gk7,2,,
2026-08-01 11:50:00,1785585000230,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,8dddl-1785584996747-e446bc02157f,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:50:00.229Z"",""level"":""INFO"",""message"":""Evaluating open positions for exit signals...""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:50:00,1785585000230,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,8dddl-1785584996747-e446bc02157f,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:50:00.230Z"",""level"":""INFO"",""message"":""Holding position in metlife: No valid position data""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:50:00,1785585000230,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,8dddl-1785584996747-e446bc02157f,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:50:00.230Z"",""level"":""INFO"",""message"":""Ranking new trade opportunities...""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:50:00,1785585000230,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,8dddl-1785584996747-e446bc02157f,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:50:00.230Z"",""level"":""INFO"",""message"":""🏁 Trading loop completed in 3411ms""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:49:56,1785584996823,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,8dddl-1785584996747-e446bc02157f,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:49:56.819Z"",""level"":""INFO"",""message"":""🚀 Starting Loaf Markets Expert Algorithmic Trading Loop""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:49:56,1785584996823,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,8dddl-1785584996747-e446bc02157f,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:49:56.819Z"",""level"":""INFO"",""message"":""Fetching portfolio state...""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:49:57,1785584997685,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,8dddl-1785584996747-e446bc02157f,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:49:57.684Z"",""level"":""INFO"",""message"":""Portfolio retrieved"",""cash"":""$96,781.22"",""openPositionsCount"":1}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:49:57,1785584997685,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,8dddl-1785584996747-e446bc02157f,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:49:57.684Z"",""level"":""INFO"",""message"":""Fetching tradeable markets list...""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:49:57,1785584997909,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,8dddl-1785584996747-e446bc02157f,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:49:57.909Z"",""level"":""INFO"",""message"":""Discovered 10 tradeable properties. Beginning TA analysis...""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:49:56,1785584996747,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,8dddl-1785584996747-e446bc02157f,node,,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,3417,iad1,213,2048,,prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,01KYYJHME5H8ND8AMY9WHNY2NR,GkdZ7kmmVHoC,1,,
2026-08-01 11:49:32,1785584972629,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,cj9n6-1785584972417-b445f5728b50,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:49:32.626Z"",""level"":""INFO"",""message"":""🚀 Starting Loaf Markets Expert Algorithmic Trading Loop""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:49:32,1785584972629,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,cj9n6-1785584972417-b445f5728b50,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:49:32.626Z"",""level"":""INFO"",""message"":""Fetching portfolio state...""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:49:33,1785584973513,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,cj9n6-1785584972417-b445f5728b50,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:49:33.512Z"",""level"":""INFO"",""message"":""Portfolio retrieved"",""cash"":""$96,781.22"",""openPositionsCount"":1}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:49:33,1785584973513,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,cj9n6-1785584972417-b445f5728b50,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:49:33.512Z"",""level"":""INFO"",""message"":""Fetching tradeable markets list...""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:49:33,1785584973748,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,cj9n6-1785584972417-b445f5728b50,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:49:33.747Z"",""level"":""INFO"",""message"":""Discovered 10 tradeable properties. Beginning TA analysis...""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:49:36,1785584976158,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,cj9n6-1785584972417-b445f5728b50,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:49:36.157Z"",""level"":""INFO"",""message"":""Evaluating open positions for exit signals...""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:49:36,1785584976158,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,cj9n6-1785584972417-b445f5728b50,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:49:36.157Z"",""level"":""INFO"",""message"":""Holding position in metlife: No valid position data""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:49:36,1785584976158,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,cj9n6-1785584972417-b445f5728b50,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:49:36.157Z"",""level"":""INFO"",""message"":""Ranking new trade opportunities...""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:49:36,1785584976158,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,cj9n6-1785584972417-b445f5728b50,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:49:36.157Z"",""level"":""INFO"",""message"":""🏁 Trading loop completed in 3531ms""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:49:32,1785584972417,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,cj9n6-1785584972417-b445f5728b50,node,,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,3538,iad1,212,2048,,prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,01KYYJGWSTH1515XS873ZQW6J8,GkdZ7kmmVHoC,1,,
2026-08-01 11:47:31,1785584851742,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,czgvv-1785584850785-55f2338fa58a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:47:31.741Z"",""level"":""INFO"",""message"":""Portfolio retrieved"",""cash"":""$96,781.22"",""openPositionsCount"":1}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:47:31,1785584851742,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,czgvv-1785584850785-55f2338fa58a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:47:31.741Z"",""level"":""INFO"",""message"":""Fetching tradeable markets list...""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:47:30,1785584850870,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,czgvv-1785584850785-55f2338fa58a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:47:30.869Z"",""level"":""INFO"",""message"":""🚀 Starting Loaf Markets Expert Algorithmic Trading Loop""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:47:30,1785584850870,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,czgvv-1785584850785-55f2338fa58a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:47:30.870Z"",""level"":""INFO"",""message"":""Fetching portfolio state...""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:47:31,1785584851968,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,czgvv-1785584850785-55f2338fa58a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:47:31.968Z"",""level"":""INFO"",""message"":""Discovered 10 tradeable properties. Beginning TA analysis...""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
